ranking_date,rank,player,points
19750310,95,100047,
19750310,148,100049,
19750310,89,100054,
19750310,27,100055,
19750310,140,100056,
19750310,47,100058,
19750310,11,100060,
19750310,120,100061,
19750310,28,100062,
19750310,35,100064,
19750310,57,100067,
19750310,51,100073,
19750310,7,100074,
19750310,84,100076,
19750310,73,100078,
19750310,194,100080,
19750310,55,100081,
19750310,122,100082,
19750310,117,100083,
19750310,8,100084,
19750310,79,100085,
19750310,130,100086,
19750310,2,100087,
19750310,72,100088,
19750310,58,100090,
19750310,103,100091,
19750310,16,100092,
19750310,99,100093,
19750310,106,100098,
19750310,31,100099,
19750310,17,100100,
19750310,208,100101,
19750310,111,100102,
19750310,265,100104,
19750310,39,100105,
19750310,154,100106,
19750310,166,100107,
19750310,92,100109,
19750310,140,100111,
19750310,24,100113,
19750310,76,100114,
19750310,23,100115,
19750310,67,100116,
19750310,86,100118,
19750310,9,100119,
19750310,64,100120,
19750310,71,100121,
19750310,73,100122,
19750310,194,100124,
19750310,10,100126,
19750310,30,100127,
19750310,20,100128,
19750310,138,100129,
19750310,139,100130,
19750310,162,100132,
19750310,166,100133,
19750310,19,100135,
19750310,49,100137,
19750310,109,100139,
19750310,75,100141,
19750310,135,100142,
19750310,44,100144,
19750310,105,100145,
19750310,98,100146,
19750310,66,100147,
19750310,37,100148,
19750310,177,100149,
19750310,182,100150,
19750310,158,100155,
19750310,158,100156,
19750310,95,100160,
19750310,53,100161,
19750310,93,100162,
19750310,202,100168,
19750310,130,100169,
19750310,166,100170,
19750310,63,100171,
19750310,85,100172,
19750310,25,100173,
19750310,12,100174,
19750310,243,100175,
19750310,89,100176,
19750310,102,100178,
19750310,50,100179,
19750310,100,100182,
19750310,80,100185,
19750310,40,100186,
19750310,228,100187,
19750310,155,100190,
19750310,150,100191,
19750310,158,100193,
19750310,134,100196,
19750310,306,100197,
19750310,265,100198,
19750310,77,100199,
19750310,69,100200,
19750310,101,100201,
19750310,54,100203,
19750310,60,100205,
19750310,188,100208,
19750310,281,100210,
19750310,41,100214,
19750310,97,100215,
19750310,36,100216,
19750310,42,100219,
19750310,48,100220,
19750310,228,100221,
19750310,147,100223,
19750310,202,100226,
19750310,121,100228,
19750310,14,100229,
19750310,56,100231,
19750310,26,100232,
19750310,182,100233,
19750310,110,100235,
19750310,243,100236,
19750310,355,100237,
19750310,114,100238,
19750310,306,100240,
19750310,94,100243,
19750310,21,100244,
19750310,108,100245,
19750310,112,100247,
19750310,52,100249,
19750310,87,100251,
19750310,13,100255,
19750310,33,100257,
19750310,188,100258,
19750310,29,100261,
19750310,215,100262,
19750310,182,100265,
19750310,151,100266,
19750310,202,100268,
19750310,83,100270,
19750310,166,100271,
19750310,38,100272,
19750310,34,100273,
19750310,208,100274,
19750310,355,100276,
19750310,125,100278,
19750310,140,100279,
19750310,68,100280,
19750310,171,100281,
19750310,5,100282,
19750310,1,100284,
19750310,15,100286,
19750310,182,100288,
19750310,215,100289,
19750310,61,100297,
19750310,125,100298,
19750310,62,100300,
19750310,162,100301,
19750310,116,100304,
19750310,124,100305,
19750310,18,100309,
19750310,208,100317,
19750310,43,100321,
19750310,81,100324,
19750310,107,100325,
19750310,355,100326,
19750310,46,100332,
19750310,194,100334,
19750310,22,100342,
19750310,104,100343,
19750310,88,100346,
19750310,162,100354,
19750310,265,100359,
19750310,355,100362,
19750310,243,100363,
19750310,117,100367,
19750310,158,100372,
19750310,65,100376,
19750310,243,100382,
19750310,188,100395,
19750310,281,100396,
19750310,208,100403,
19750310,208,100411,
19750310,171,100428,
19750310,3,100437,
19750310,177,100456,
19750310,32,100461,
19750310,355,100474,
19750310,194,100545,
19750310,281,100634,
19750310,151,106594,
19750310,125,106629,
19750310,228,106867,
19750310,215,106899,
19750310,306,106900,
19750310,281,107026,
19750310,243,107082,
19750310,265,107217,
19750310,145,107277,
19750310,228,107284,
19750310,355,107374,
19750310,182,202513,
19750310,243,107425,
19750310,243,107456,
19750310,228,107457,
19750310,306,107744,
19750310,355,107985,
19750310,265,108036,
19750310,355,108052,
19750310,177,108118,
19750310,281,108198,
19750310,202,108275,
19750310,355,108343,
19750310,215,108421,
19750310,243,108434,
19750310,306,108503,
19750414,6,100016,
19750414,64,100022,
19750414,85,100025,
19750414,197,100027,
19750414,3,100029,
19750414,133,100035,
19750414,90,100037,
19750414,132,100038,
19750414,156,100039,
19750414,46,100040,
19750414,55,100047,
19750414,164,100049,
19750414,102,100054,
19750414,37,100055,
19750414,130,100056,
19750414,40,100058,
19750414,12,100060,
19750414,135,100061,
19750414,26,100062,
19750414,32,100064,
19750414,79,100067,
19750414,28,100073,
19750414,8,100074,
19750414,80,100076,
19750414,75,100078,
19750414,189,100080,
19750414,44,100081,
19750414,121,100082,
19750414,125,100083,
19750414,9,100084,
19750414,65,100085,
19750414,137,100086,
19750414,4,100087,
19750414,76,100088,
19750414,55,100090,
19750414,100,100091,
19750414,18,100092,
19750414,109,100093,
19750414,130,100098,
19750414,35,100099,
19750414,23,100100,
19750414,219,100101,
19750414,112,100102,
19750414,274,100104,
19750414,38,100105,
19750414,142,100106,
19750414,165,100107,
19750414,97,100109,
19750414,144,100111,
19750414,21,100113,
19750414,67,100114,
19750414,25,100115,
19750414,68,100116,
19750414,101,100118,
19750414,7,100119,
19750414,133,100120,
19750414,69,100121,
19750414,92,100122,
19750414,206,100124,
19750414,11,100126,
19750414,30,100127,
19750414,22,100128,
19750414,151,100129,
19750414,150,100130,
19750414,166,100132,
19750414,197,100133,
19750414,20,100135,
19750414,52,100137,
19750414,135,100139,
19750414,110,100141,
19750414,138,100142,
19750414,47,100144,
19750414,108,100145,
19750414,94,100146,
19750414,70,100147,
19750414,34,100148,
19750414,182,100149,
19750414,189,100150,
19750414,155,100155,
19750414,156,100156,
19750414,81,100160,
19750414,49,100161,
19750414,66,100162,
19750414,219,100168,
19750414,144,100169,
19750414,112,100170,
19750414,72,100171,
19750414,128,100172,
19750414,27,100173,
19750414,10,100174,
19750414,206,100175,
19750414,86,100176,
19750414,95,100178,
19750414,50,100179,
19750414,103,100182,
19750414,73,100185,
19750414,42,100186,
19750414,224,100187,
19750414,144,100190,
19750414,120,100191,
19750414,161,100193,
19750414,95,100196,
19750414,324,100197,
19750414,257,100198,
19750414,63,100199,
19750414,84,100200,
19750414,99,100201,
19750414,45,100203,
19750414,383,100204,
19750414,60,100205,
19750414,174,100208,
19750414,235,100210,
19750414,41,100214,
19750414,104,100215,
19750414,62,100216,
19750414,51,100219,
19750414,54,100220,
19750414,235,100221,
19750414,149,100223,
19750414,197,100226,
19750414,111,100228,
19750414,15,100229,
19750414,58,100231,
19750414,24,100232,
19750414,189,100233,
19750414,105,100235,
19750414,235,100236,
19750414,324,100237,
19750414,114,100238,
19750414,293,100240,
19750414,93,100243,
19750414,13,100244,
19750414,106,100245,
19750414,87,100247,
19750414,48,100249,
19750414,98,100251,
19750414,14,100255,
19750414,43,100257,
19750414,174,100258,
19750414,28,100261,
19750414,182,100262,
19750414,166,100265,
19750414,143,100266,
19750414,197,100268,
19750414,87,100270,
19750414,144,100271,
19750414,33,100272,
19750414,31,100273,
19750414,174,100274,
19750414,383,100276,
19750414,117,100278,
19750414,123,100279,
19750414,74,100280,
19750414,174,100281,
19750414,5,100282,
19750414,1,100284,
19750414,15,100286,
19750414,189,100288,
19750414,235,100289,
19750414,59,100297,
19750414,129,100298,
19750414,57,100300,
19750414,166,100301,
19750414,122,100304,
19750414,127,100305,
19750414,17,100309,
19750414,235,100316,
19750414,182,100317,
19750414,39,100321,
19750414,83,100324,
19750414,107,100325,
19750414,274,100326,
19750414,53,100332,
19750414,189,100334,
19750414,19,100342,
19750414,82,100343,
19750414,89,100346,
19750414,166,100354,
19750414,257,100359,
19750414,172,100362,
19750414,257,100363,
19750414,124,100367,
19750414,76,100372,
19750414,61,100376,
19750414,235,100377,
19750414,189,100382,
19750414,197,100395,
19750414,274,100396,
19750414,172,100403,
19750414,383,100406,
19750414,219,100411,
19750414,161,100428,
19750414,2,100437,
19750414,383,100450,
19750414,182,100456,
19750414,36,100461,
19750414,324,100474,
19750414,206,100545,
19750414,274,100634,
19750414,257,106510,
19750414,144,106594,
19750414,117,106629,
19750414,235,106867,
19750414,174,106899,
19750414,293,106900,
19750414,324,107001,
19750414,293,107026,
19750414,324,107072,
19750414,206,107082,
19750414,224,107217,
19750414,115,107277,
19750414,189,107284,
19750414,383,107374,
19750414,182,202513,
19750414,274,107425,
19750414,257,107456,
19750414,235,107457,
19750414,257,107744,
19750414,324,107985,
19750414,274,108036,
19750414,383,108047,
19750414,383,108052,
19750414,156,108118,
19750414,293,108198,
19750414,206,108275,
19750414,383,108343,
19750414,293,108418,
19750414,235,108421,
19750414,235,108434,
19750414,293,108503,
19750505,2,100016,
19750505,60,100022,
19750505,83,100025,
19750505,212,100027,
19750505,6,100029,
19750505,124,100035,
19750505,88,100037,
19750505,139,100038,
19750505,176,100039,
19750505,44,100040,
19750505,63,100047,
19750505,174,100049,
19750505,88,100054,
19750505,31,100055,
19750505,131,100056,
19750505,39,100058,
19750505,11,100060,
19750505,156,100061,
19750505,28,100062,
19750505,37,100064,
19750505,66,100067,
19750505,25,100073,
19750505,8,100074,
19750505,75,100076,
19750505,101,100078,
19750505,187,100080,
19750505,46,100081,
19750505,123,100082,
19750505,126,100083,
19750505,9,100084,
19750505,70,100085,
19750505,148,100086,
19750505,4,100087,
19750505,77,100088,
19750505,60,100090,
19750505,108,100091,
19750505,21,100092,
19750505,109,100093,
19750505,134,100098,
19750505,42,100099,
19750505,19,100100,
19750505,226,100101,
19750505,110,100102,
19750505,286,100104,
19750505,43,100105,
19750505,153,100106,
19750505,162,100107,
19750505,98,100109,
19750505,145,100111,
19750505,22,100113,
19750505,67,100114,
19750505,27,100115,
19750505,65,100116,
19750505,98,100118,
19750505,7,100119,
19750505,130,100120,
19750505,78,100121,
19750505,102,100122,
19750505,176,100124,
19750505,12,100126,
19750505,41,100127,
19750505,24,100128,
19750505,141,100129,
19750505,175,100130,
19750505,176,100132,
19750505,181,100133,
19750505,20,100135,
19750505,52,100137,
19750505,133,100139,
19750505,113,100141,
19750505,136,100142,
19750505,29,100144,
19750505,111,100145,
19750505,81,100146,
19750505,74,100147,
19750505,34,100148,
19750505,187,100149,
19750505,160,100150,
19750505,154,100155,
19750505,154,100156,
19750505,88,100160,
19750505,49,100161,
19750505,54,100162,
19750505,226,100168,
19750505,148,100169,
19750505,112,100170,
19750505,72,100171,
19750505,136,100172,
19750505,30,100173,
19750505,10,100174,
19750505,212,100175,
19750505,82,100176,
19750505,100,100178,
19750505,50,100179,
19750505,107,100182,
19750505,75,100185,
19750505,51,100186,
19750505,234,100187,
19750505,122,100190,
19750505,117,100191,
19750505,162,100193,
19750505,97,100196,
19750505,333,100197,
19750505,181,100198,
19750505,62,100199,
19750505,84,100200,
19750505,95,100201,
19750505,33,100203,
19750505,247,100204,
19750505,68,100205,
19750505,187,100208,
19750505,220,100210,
19750505,44,100214,
19750505,85,100215,
19750505,64,100216,
19750505,57,100219,
19750505,53,100220,
19750505,247,100221,
19750505,147,100223,
19750505,173,100226,
19750505,121,100228,
19750505,18,100229,
19750505,59,100231,
19750505,26,100232,
19750505,199,100233,
19750505,95,100235,
19750505,151,100236,
19750505,333,100237,
19750505,114,100238,
19750505,302,100240,
19750505,103,100243,
19750505,13,100244,
19750505,106,100245,
19750505,86,100247,
19750505,48,100249,
19750505,93,100251,
19750505,14,100255,
19750505,47,100257,
19750505,162,100258,
19750505,23,100261,
19750505,162,100262,
19750505,157,100265,
19750505,146,100266,
19750505,204,100268,
19750505,92,100270,
19750505,136,100271,
19750505,32,100272,
19750505,40,100273,
19750505,157,100274,
19750505,399,100276,
19750505,127,100278,
19750505,118,100279,
19750505,69,100280,
19750505,181,100281,
19750505,2,100282,
19750505,1,100284,
19750505,15,100286,
19750505,127,100288,
19750505,234,100289,
19750505,56,100297,
19750505,131,100298,
19750505,58,100300,
19750505,176,100301,
19750505,115,100304,
19750505,135,100305,
19750505,16,100309,
19750505,399,100310,
19750505,247,100316,
19750505,193,100317,
19750505,36,100321,
19750505,80,100324,
19750505,88,100325,
19750505,286,100326,
19750505,55,100332,
19750505,193,100334,
19750505,17,100342,
19750505,86,100343,
19750505,94,100346,
19750505,226,100354,
19750505,286,100358,
19750505,220,100359,
19750505,181,100362,
19750505,268,100363,
19750505,125,100367,
19750505,73,100372,
19750505,34,100376,
19750505,141,100377,
19750505,333,100378,
19750505,187,100382,
19750505,204,100395,
19750505,286,100396,
19750505,181,100403,
19750505,399,100406,
19750505,226,100411,
19750505,170,100428,
19750505,5,100437,
19750505,399,100450,
19750505,193,100456,
19750505,38,100461,
19750505,333,100474,
19750505,286,100634,
19750505,333,106468,
19750505,268,106510,
19750505,140,106594,
19750505,105,106629,
19750505,234,106867,
19750505,181,106899,
19750505,286,106900,
19750505,333,107001,
19750505,302,107026,
19750505,333,107072,
19750505,399,107078,
19750505,212,107082,
19750505,399,201749,
19750505,234,107217,
19750505,115,107277,
19750505,199,107284,
19750505,399,107374,
19750505,170,202513,
19750505,247,107425,
19750505,234,107456,
19750505,247,107457,
19750505,268,107744,
19750505,399,107815,
19750505,333,107985,
19750505,286,108036,
19750505,399,108047,
19750505,247,108052,
19750505,162,108118,
19750505,302,108198,
19750505,212,108275,
19750505,399,108343,
19750505,302,108418,
19750505,199,108421,
19750505,247,108434,
19750505,302,108503,
19750602,2,100016,
19750602,67,100022,
19750602,85,100025,
19750602,213,100027,
19750602,9,100029,
19750602,121,100035,
19750602,82,100037,
19750602,122,100038,
19750602,196,100039,
19750602,46,100040,
19750602,62,100047,
19750602,176,100049,
19750602,81,100054,
19750602,33,100055,
19750602,104,100056,
19750602,35,100058,
19750602,14,100060,
19750602,158,100061,
19750602,28,100062,
19750602,36,100064,
19750602,68,100067,
19750602,25,100073,
19750602,8,100074,
19750602,75,100076,
19750602,99,100078,
19750602,205,100080,
19750602,47,100081,
19750602,133,100082,
19750602,95,100083,
19750602,10,100084,
19750602,130,100085,
19750602,134,100086,
19750602,5,100087,
19750602,73,100088,
19750602,59,100090,
19750602,103,100091,
19750602,22,100092,
19750602,113,100093,
19750602,138,100098,
19750602,43,100099,
19750602,21,100100,
19750602,231,100101,
19750602,116,100102,
19750602,286,100104,
19750602,44,100105,
19750602,142,100106,
19750602,163,100107,
19750602,107,100109,
19750602,148,100111,
19750602,19,100113,
19750602,69,100114,
19750602,26,100115,
19750602,65,100116,
19750602,87,100118,
19750602,6,100119,
19750602,135,100120,
19750602,79,100121,
19750602,117,100122,
19750602,177,100124,
19750602,12,100126,
19750602,45,100127,
19750602,23,100128,
19750602,154,100129,
19750602,182,100130,
19750602,144,100132,
19750602,204,100133,
19750602,20,100135,
19750602,49,100137,
19750602,139,100139,
19750602,111,100141,
19750602,159,100142,
19750602,30,100144,
19750602,110,100145,
19750602,78,100146,
19750602,90,100147,
19750602,38,100148,
19750602,189,100149,
19750602,150,100150,
19750602,140,100155,
19750602,154,100156,
19750602,84,100160,
19750602,55,100161,
19750602,60,100162,
19750602,231,100168,
19750602,150,100169,
19750602,108,100170,
19750602,75,100171,
19750602,144,100172,
19750602,37,100173,
19750602,7,100174,
19750602,213,100175,
19750602,100,100176,
19750602,167,100177,
19750602,93,100178,
19750602,41,100179,
19750602,114,100182,
19750602,48,100185,
19750602,50,100186,
19750602,221,100187,
19750602,129,100190,
19750602,120,100191,
19750602,154,100193,
19750602,97,100196,
19750602,330,100197,
19750602,183,100198,
19750602,61,100199,
19750602,79,100200,
19750602,101,100201,
19750602,32,100203,
19750602,249,100204,
19750602,70,100205,
19750602,189,100208,
19750602,249,100210,
19750602,53,100214,
19750602,86,100215,
19750602,66,100216,
19750602,57,100219,
19750602,54,100220,
19750602,213,100221,
19750602,161,100223,
19750602,189,100226,
19750602,128,100228,
19750602,17,100229,
19750602,58,100231,
19750602,29,100232,
19750602,183,100233,
19750602,106,100235,
19750602,153,100236,
19750602,330,100237,
19750602,119,100238,
19750602,330,100240,
19750602,96,100243,
19750602,11,100244,
19750602,109,100245,
19750602,98,100247,
19750602,52,100249,
19750602,91,100251,
19750602,13,100255,
19750602,27,100257,
19750602,162,100258,
19750602,24,100261,
19750602,144,100262,
19750602,172,100265,
19750602,149,100266,
19750602,196,100268,
19750602,83,100270,
19750602,89,100271,
19750602,34,100272,
19750602,40,100273,
19750602,154,100274,
19750602,396,100276,
19750602,126,100278,
19750602,122,100279,
19750602,64,100280,
19750602,183,100281,
19750602,3,100282,
19750602,1,100284,
19750602,15,100286,
19750602,136,100288,
19750602,239,100289,
19750602,71,100297,
19750602,136,100298,
19750602,56,100300,
19750602,177,100301,
19750602,115,100304,
19750602,143,100305,
19750602,16,100309,
19750602,396,100310,
19750602,396,100316,
19750602,177,100317,
19750602,31,100321,
19750602,75,100324,
19750602,63,100325,
19750602,396,100326,
19750602,51,100332,
19750602,196,100334,
19750602,18,100342,
19750602,88,100343,
19750602,94,100346,
19750602,150,100354,
19750602,249,100358,
19750602,189,100359,
19750602,183,100362,
19750602,265,100363,
19750602,127,100367,
19750602,72,100372,
19750602,42,100376,
19750602,118,100377,
19750602,330,100378,
19750602,189,100382,
19750602,131,100395,
19750602,205,100396,
19750602,183,100403,
19750602,231,100411,
19750602,172,100428,
19750602,4,100437,
19750602,189,100456,
19750602,39,100461,
19750602,396,100474,
19750602,265,100545,
19750602,286,100634,
19750602,330,106468,
19750602,265,106510,
19750602,140,106594,
19750602,104,106629,
19750602,239,106867,
19750602,183,106899,
19750602,286,106900,
19750602,330,107001,
19750602,300,107026,
19750602,330,107072,
19750602,396,107078,
19750602,265,107082,
19750602,396,201749,
19750602,239,107217,
19750602,112,107277,
19750602,205,107284,
19750602,396,107374,
19750602,167,202513,
19750602,221,107425,
19750602,231,107456,
19750602,205,107457,
19750602,330,107744,
19750602,396,107815,
19750602,396,107985,
19750602,286,108036,
19750602,249,108052,
19750602,177,108118,
19750602,249,108198,
19750602,213,108275,
19750602,396,108343,
19750602,300,108418,
19750602,221,108421,
19750602,265,108434,
19750602,330,108503,
19751215,6,100016,
19751215,154,100022,
19751215,128,100025,
19751215,264,100027,
19751215,10,100029,
19751215,138,100035,
19751215,50,100037,
19751215,126,100038,
19751215,222,100039,
19751215,34,100040,
19751215,71,100047,
19751215,152,100049,
19751215,120,100054,
19751215,36,100055,
19751215,86,100056,
19751215,52,100058,
19751215,24,100060,
19751215,172,100061,
19751215,39,100062,
19751215,41,100064,
19751215,59,100067,
19751215,25,100073,
19751215,4,100074,
19751215,102,100076,
19751215,120,100078,
19751215,205,100080,
19751215,63,100081,
19751215,156,100082,
19751215,92,100083,
19751215,11,100084,
19751215,76,100085,
19751215,119,100086,
19751215,20,100087,
19751215,138,100088,
19751215,56,100090,
19751215,94,100091,
19751215,47,100092,
19751215,165,100093,
19751215,177,100098,
19751215,62,100099,
19751215,12,100100,
19751215,222,100101,
19751215,117,100102,
19751215,373,100104,
19751215,38,100105,
19751215,83,100106,
19751215,182,100107,
19751215,161,100109,
19751215,218,100111,
19751215,19,100113,
19751215,112,100114,
19751215,16,100115,
19751215,77,100116,
19751215,54,100118,
19751215,7,100119,
19751215,178,100120,
19751215,61,100121,
19751215,125,100122,
19751215,150,100124,
19751215,21,100126,
19751215,45,100127,
19751215,32,100128,
19751215,212,100129,
19751215,157,100130,
19751215,172,100132,
19751215,99,100133,
19751215,26,100135,
19751215,74,100137,
19751215,112,100139,
19751215,68,100141,
19751215,138,100142,
19751215,22,100144,
19751215,157,100145,
19751215,127,100146,
19751215,167,100147,
19751215,65,100148,
19751215,218,100149,
19751215,104,100150,
19751215,153,100155,
19751215,187,100156,
19751215,82,100160,
19751215,64,100161,
19751215,66,100162,
19751215,205,100168,
19751215,184,100169,
19751215,108,100170,
19751215,147,100171,
19751215,184,100172,
19751215,37,100173,
19751215,5,100174,
19751215,205,100175,
19751215,84,100176,
19751215,162,100177,
19751215,87,100178,
19751215,31,100179,
19751215,106,100182,
19751215,43,100185,
19751215,48,100186,
19751215,222,100187,
19751215,91,100190,
19751215,138,100191,
19751215,199,100193,
19751215,74,100196,
19751215,308,100197,
19751215,145,100198,
19751215,78,100199,
19751215,90,100200,
19751215,116,100201,
19751215,33,100203,
19751215,238,100204,
19751215,80,100205,
19751215,193,100208,
19751215,282,100210,
19751215,14,100214,
19751215,137,100215,
19751215,111,100216,
19751215,44,100219,
19751215,53,100220,
19751215,103,100221,
19751215,193,100223,
19751215,212,100226,
19751215,150,100227,
19751215,97,100228,
19751215,30,100229,
19751215,72,100231,
19751215,18,100232,
19751215,42,100233,
19751215,130,100235,
19751215,135,100236,
19751215,238,100237,
19751215,157,100238,
19751215,238,100240,
19751215,131,100243,
19751215,8,100244,
19751215,136,100245,
19751215,134,100247,
19751215,57,100249,
19751215,117,100251,
19751215,172,100252,
19751215,9,100255,
19751215,27,100257,
19751215,138,100258,
19751215,23,100261,
19751215,154,100262,
19751215,162,100265,
19751215,146,100266,
19751215,148,100268,
19751215,110,100270,
19751215,101,100271,
19751215,28,100272,
19751215,49,100273,
19751215,133,100274,
19751215,176,100278,
19751215,79,100279,
19751215,58,100280,
19751215,88,100281,
19751215,2,100282,
19751215,1,100284,
19751215,17,100286,
19751215,205,100287,
19751215,131,100288,
19751215,120,100289,
19751215,40,100297,
19751215,107,100298,
19751215,46,100300,
19751215,73,100301,
19751215,128,100304,
19751215,160,100305,
19751215,13,100309,
19751215,308,100310,
19751215,252,100315,
19751215,199,100317,
19751215,264,100320,
19751215,29,100321,
19751215,98,100324,
19751215,60,100325,
19751215,183,100326,
19751215,69,100332,
19751215,212,100334,
19751215,15,100342,
19751215,93,100343,
19751215,89,100346,
19751215,51,100354,
19751215,264,100357,
19751215,187,100358,
19751215,197,100359,
19751215,120,100362,
19751215,252,100363,
19751215,138,100367,
19751215,99,100372,
19751215,34,100376,
19751215,85,100377,
19751215,264,100378,
19751215,166,100382,
19751215,193,100394,
19751215,55,100395,
19751215,105,100396,
19751215,179,100403,
19751215,218,100411,
19751215,144,100428,
19751215,252,100431,
19751215,3,100437,
19751215,373,100440,
19751215,238,100444,
19751215,120,100456,
19751215,67,100461,
19751215,308,100506,
19751215,205,100533,
19751215,238,100545,
19751215,264,100634,
19751215,308,106468,
19751215,222,106510,
19751215,264,106561,
19751215,199,106594,
19751215,95,106629,
19751215,373,106697,
19751215,308,106702,
19751215,308,106867,
19751215,168,106899,
19751215,282,106900,
19751215,222,107001,
19751215,282,107026,
19751215,308,107072,
19751215,373,107082,
19751215,308,201749,
19751215,222,107217,
19751215,112,107277,
19751215,187,107284,
19751215,373,107374,
19751215,168,202513,
19751215,373,107391,
19751215,222,107425,
19751215,238,107456,
19751215,148,107457,
19751215,308,107744,
19751215,308,107815,
19751215,252,108036,
19751215,238,108052,
19751215,187,108118,
19751215,264,108198,
19751215,193,108275,
19751215,373,108343,
19751215,282,108418,
19751215,168,108421,
19751215,373,108434,
